geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
169	GO:0060350	endochondral bone morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060350	57	22	5.75337604731395	3.82384183114035	1.08261386522202e-08	7.47399645246564e-07	302;652;659;860;871;1277;1291;1292;1293;1294;1311;1749;2261;2296;4148;4323;4664;5914;5916;7010;7059;8817	ANXA2;BMP4;BMPR2;COL1A1;COL6A1;COL6A2;COL6A3;COL7A1;COMP;DLX5;FGF18;FGFR3;FOXC1;MATN3;MMP14;NAB1;RARA;RARG;RUNX2;SERPINH1;TEK;THBS3	geneontology_Biological_Process
170	GO:1903053	regulation of extracellular matrix organization	http://amigo.geneontology.org/amigo/term/GO:1903053	28	15	2.82621981271562	5.30744280133929	1.10029554356572e-08	7.50454587003078e-07	165;2113;2191;4035;4088;4851;6624;7040;7132;7133;8837;10630;11117;84168;90102	AEBP1;ANTXR1;CFLAR;EMILIN1;ETS1;FAP;FSCN1;LRP1;NOTCH1;PDPN;PHLDB2;SMAD3;TGFB1;TNFRSF1A;TNFRSF1B	geneontology_Biological_Process
171	GO:0051056	regulation of small GTPase mediated signal transduction	http://amigo.geneontology.org/amigo/term/GO:0051056	275	59	27.7575160177427	2.12555042613636	1.26864166949403e-08	8.5497386797687e-07	348;388;392;397;604;1123;1124;1281;2149;2150;2151;2846;3688;4650;4851;5159;5922;5923;6091;6453;6464;6714;7074;7077;7204;8473;8829;8874;9138;9181;9266;9267;9322;9353;9411;9448;9828;10161;10253;10276;10395;11214;23380;25959;55114;55785;56882;57381;57449;57514;57636;58480;64411;64857;84986;85360;91614;115727;153090	AKAP13;APOE;ARAP3;ARHGAP1;ARHGAP17;ARHGAP19;ARHGAP23;ARHGAP29;ARHGAP31;ARHGDIB;ARHGEF1;ARHGEF17;ARHGEF2;ARHGEF7;BCL6;CDC42SE1;CHN1;CHN2;COL3A1;CYTH1;CYTH2;DAB2IP;DEPDC7;DLC1;F2R;F2RL1;F2RL2;FGD6;ITGB1;ITSN1;KANK2;LPAR4;LPAR6;MAP4K4;MYO9B;NET1;NOTCH1;NRP1;OGT;PDGFRB;PLEKHG2;PLEKHG5;RASA2;RASGRF1;RASGRP4;RHOB;RHOJ;RHOU;ROBO1;SHC1;SLIT2;SPRY2;SRC;SRGAP2;SYDE1;TIAM1;TIMP2;TRIO;TRIP10	geneontology_Biological_Process
172	GO:0022604	regulation of cell morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0022604	393	76	39.6680137999014	1.91590131997455	1.32683490861041e-08	8.83672049134532e-07	81;301;348;388;390;627;659;752;1123;1742;1808;1942;2043;2192;2242;2316;3383;3679;3984;4038;4343;4627;4628;4739;5361;5364;5764;5789;6091;6281;6387;6405;6498;6678;6714;7070;7074;7168;8482;8829;8874;9037;9205;9353;9839;10395;10484;10509;10512;10630;11135;23129;23499;26052;51330;54413;54434;54751;54910;54961;55023;55558;55742;55785;56882;57154;57381;57619;57715;58480;64411;81565;85358;114793;148170;201294	ACTN4;ANXA1;APOE;ARAP3;ARHGEF7;BDNF;BMPR2;CDC42EP1;CDC42EP5;CDC42SE1;CHN1;CXCL12;DLC1;DLG4;DNM3;DPYSL2;EFNA1;EPHA4;FBLIM1;FBLN1;FES;FGD6;FLNA;FMNL1;FMNL2;ICAM1;ITGA7;LIMK1;LRP4;MACF1;MOV10;MYH10;MYH9;NDEL1;NEDD9;NLGN3;NRP1;PARVA;PDPN;PHIP;PLXNA1;PLXNA3;PLXNB1;PLXND1;PTN;PTPRD;RHOB;RHOJ;RHOU;RND3;ROBO1;S100A10;SEC23A;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SHANK3;SHROOM3;SKIL;SLIT2;SMURF1;SPARC;SRC;SSH1;SSH3;THY1;TIAM1;TNFRSF12A;TPM1;UNC13D;ZEB2;ZMYM5	geneontology_Biological_Process
173	GO:0050817	coagulation	http://amigo.geneontology.org/amigo/term/GO:0050817	289	61	29.1706259241005	2.09114470696367	1.36900887293123e-08	9.01158049960896e-07	87;150;302;348;558;710;857;958;1277;1278;1281;1311;1606;1906;2149;2150;2151;2152;2153;2191;2192;2316;2627;2769;2776;3569;3673;4627;4846;5054;5154;5156;5270;5293;5327;5328;5329;5912;6403;6714;7035;7056;7057;7094;7414;7975;8323;8525;8527;10398;10544;10630;23348;23414;23764;30845;30846;51317;64780;114897;160851	ACTN1;ADRA2A;ANXA2;APOE;AXL;C1QTNF1;CAV1;CD40;COL1A1;COL1A2;COL3A1;COMP;DGKA;DGKD;DGKH;DGKZ;DOCK9;EDN1;EHD2;EHD3;F2R;F2RL1;F2RL2;F3;F5;FAP;FBLN1;FLNA;FZD6;GATA6;GNA15;GNAQ;IL6;ITGA2;MAFF;MAFK;MICAL1;MYH9;MYL9;NOS3;PDGFA;PDGFRA;PDPN;PHF21A;PIK3CD;PLAT;PLAU;PLAUR;PROCR;RAP2B;SELP;SERPINE1;SERPINE2;SERPING1;SRC;TFPI;THBD;THBS1;TLN1;VCL;ZFPM2	geneontology_Biological_Process
174	GO:0007599	hemostasis	http://amigo.geneontology.org/amigo/term/GO:0007599	291	61	29.3724987678659	2.07677257839347	1.79603203420697e-08	1.16865946501674e-06	87;150;302;348;558;710;857;958;1277;1278;1281;1311;1606;1906;2149;2150;2151;2152;2153;2191;2192;2316;2627;2769;2776;3569;3673;4627;4846;5054;5154;5156;5270;5293;5327;5328;5329;5912;6403;6714;7035;7056;7057;7094;7414;7975;8323;8525;8527;10398;10544;10630;23348;23414;23764;30845;30846;51317;64780;114897;160851	ACTN1;ADRA2A;ANXA2;APOE;AXL;C1QTNF1;CAV1;CD40;COL1A1;COL1A2;COL3A1;COMP;DGKA;DGKD;DGKH;DGKZ;DOCK9;EDN1;EHD2;EHD3;F2R;F2RL1;F2RL2;F3;F5;FAP;FBLN1;FLNA;FZD6;GATA6;GNA15;GNAQ;IL6;ITGA2;MAFF;MAFK;MICAL1;MYH9;MYL9;NOS3;PDGFA;PDGFRA;PDPN;PHF21A;PIK3CD;PLAT;PLAU;PLAUR;PROCR;RAP2B;SELP;SERPINE1;SERPINE2;SERPING1;SRC;TFPI;THBD;THBS1;TLN1;VCL;ZFPM2	geneontology_Biological_Process
175	GO:1900046	regulation of hemostasis	http://amigo.geneontology.org/amigo/term/GO:1900046	68	24	6.86367668802366	3.49666819852941	1.85298840715831e-08	1.19201901965036e-06	302;348;710;857;1311;1906;2149;2150;2152;2191;4846;5054;5154;5156;5270;5327;5328;5329;6403;7035;7056;7057;10630;114897	ANXA2;APOE;C1QTNF1;CAV1;COMP;EDN1;F2R;F2RL1;F3;FAP;NOS3;PDGFA;PDGFRA;PDPN;PLAT;PLAU;PLAUR;SELP;SERPINE1;SERPINE2;SERPING1;TFPI;THBD;THBS1	geneontology_Biological_Process
176	GO:0035904	aorta development	http://amigo.geneontology.org/amigo/term/GO:0035904	45	19	4.54213898472154	4.18305121527778	1.91819991002262e-08	1.22010445962225e-06	182;639;1281;1948;4016;4035;4052;4628;4638;4851;5159;5311;6091;6495;6659;23129;23493;51684;144165	COL3A1;EFNB2;HEY2;JAG1;LOXL1;LRP1;LTBP1;MYH10;MYLK;NOTCH1;PDGFRB;PKD2;PLXND1;PRDM1;PRICKLE1;ROBO1;SIX1;SOX4;SUFU	geneontology_Biological_Process
177	GO:0007015	actin filament organization	http://amigo.geneontology.org/amigo/term/GO:0007015	313	64	31.5931000492854	2.02575878594249	2.18495870285551e-08	1.37433902409612e-06	81;87;388;390;1809;1901;2013;2150;2241;2316;2934;3383;3688;3693;3984;4088;4430;4739;6281;6385;6387;6624;6714;7043;7114;7168;7169;7171;7408;7456;7791;8522;8829;9037;9181;9353;9475;9647;10174;10278;10344;10395;10580;10677;11135;11346;29109;29766;29767;50507;51332;54434;54961;55114;57381;57619;58480;64780;64857;84687;85358;90102;148170;253260	ACTN1;ACTN4;ARHGAP17;ARHGEF2;AVIL;CCL26;CDC42EP1;CDC42EP5;CXCL12;DLC1;DPYSL3;EFS;EMP2;F2RL1;FER;FHOD1;FLNA;FSCN1;GAS7;GSN;ICAM1;ITGB1;ITGB5;LIMK1;MICAL1;MYO1B;NEDD9;NOX4;NRP1;PHLDB2;PLEKHG2;PPM1F;PPP1R9B;RHOB;RHOJ;RHOU;RICTOR;RND3;ROCK2;S100A10;S1PR1;SDC4;SEMA5A;SHANK3;SHROOM3;SLIT2;SMAD3;SORBS1;SORBS3;SPTBN5;SRC;SSH1;SSH3;SYNPO;TGFB3;TMOD2;TMOD3;TMSB4X;TPM1;TPM2;TPM4;VASP;WIPF1;ZYX	geneontology_Biological_Process
178	GO:0032964	collagen biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0032964	33	16	3.33090192212913	4.80350378787879	2.29841370380512e-08	1.42981538211437e-06	652;871;1277;1289;2149;2805;3569;3673;5159;7040;7043;7431;9697;11117;54206;57333	BMP4;COL1A1;COL5A1;EMILIN1;ERRFI1;F2R;GOT1;IL6;ITGA2;PDGFRB;RCN3;SERPINH1;TGFB1;TGFB3;TRAM2;VIM	geneontology_Biological_Process
179	GO:0050818	regulation of coagulation	http://amigo.geneontology.org/amigo/term/GO:0050818	69	24	6.96461310990636	3.44599184782609	2.57301462358583e-08	1.56843796988813e-06	302;348;710;857;1906;2149;2150;2152;2191;4846;5054;5154;5156;5270;5327;5328;5329;6403;7035;7056;7057;10544;10630;114897	ANXA2;APOE;C1QTNF1;CAV1;EDN1;F2R;F2RL1;F3;FAP;NOS3;PDGFA;PDGFRA;PDPN;PLAT;PLAU;PLAUR;PROCR;SELP;SERPINE1;SERPINE2;SERPING1;TFPI;THBD;THBS1	geneontology_Biological_Process
180	GO:0001822	kidney development	http://amigo.geneontology.org/amigo/term/GO:0001822	227	51	22.9125677673731	2.22585266382159	2.57666015190949e-08	1.56843796988813e-06	38;59;182;284;652;1028;1634;1948;2043;2200;2246;2296;2736;3911;3976;4038;4088;4092;4609;4811;4851;4854;5154;5156;5159;5176;5310;5311;5914;6385;6495;6659;7010;7040;8516;8692;8829;8837;9244;9353;9510;10272;25959;25976;26508;27031;28514;84159;84662;130497;168667	ACAT1;ACTA2;ADAMTS1;ANGPT1;ARID5B;BMP4;BMPER;CDKN1C;CFLAR;CRLF1;DCN;DLL1;EFNB2;EPHA4;FBN1;FGF1;FOXC1;FSTL3;GLI2;GLIS2;HEYL;HYAL2;ITGA8;JAG1;KANK2;LAMA5;LIF;LRP4;MYC;NID1;NOTCH1;NOTCH3;NPHP3;NRP1;OSR1;PDGFA;PDGFRA;PDGFRB;PKD1;PKD2;RARA;SDC4;SERPINF1;SIX1;SLIT2;SMAD3;SMAD7;SOX4;TEK;TGFB1;TIPARP	geneontology_Biological_Process
181	GO:0051216	cartilage development	http://amigo.geneontology.org/amigo/term/GO:0051216	152	39	15.3423361261705	2.54198576274671	2.66893876998964e-08	1.6073257847778e-06	302;649;652;659;860;871;1277;1291;1292;1293;1294;1311;1513;1906;2261;2736;3200;3213;3696;4017;4060;4088;4148;4487;5310;5396;5914;5916;6423;6615;6935;7040;7045;7059;7076;8091;8692;8817;130497	ANXA2;BMP1;BMP4;BMPR2;COL1A1;COL6A1;COL6A2;COL6A3;COL7A1;COMP;CTSK;EDN1;FGF18;FGFR3;GLI2;HMGA2;HOXA3;HOXB3;HYAL2;ITGB8;LOXL2;LUM;MATN3;MSX1;OSR1;PKD1;PRRX1;RARA;RARG;RUNX2;SERPINH1;SFRP2;SMAD3;SNAI1;TGFB1;TGFBI;THBS3;TIMP1;ZEB1	geneontology_Biological_Process
182	GO:0035023	regulation of Rho protein signal transduction	http://amigo.geneontology.org/amigo/term/GO:0035023	106	31	10.6992607195663	2.89739644752358	2.77825148442545e-08	1.65554543719289e-06	348;397;604;1281;2149;2150;2151;2846;3688;4650;5159;5923;6091;6453;7074;7204;8829;8874;9138;9181;9828;10161;10276;10395;11214;25959;55785;56882;57449;64411;64857	AKAP13;APOE;ARAP3;ARHGDIB;ARHGEF1;ARHGEF17;ARHGEF2;ARHGEF7;BCL6;CDC42SE1;COL3A1;DLC1;F2R;F2RL1;F2RL2;FGD6;ITGB1;ITSN1;KANK2;LPAR4;LPAR6;MYO9B;NET1;NRP1;PDGFRB;PLEKHG2;PLEKHG5;RASGRF1;ROBO1;TIAM1;TRIO	geneontology_Biological_Process
183	GO:0003007	heart morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003007	202	47	20.3891572203056	2.30514677444307	2.90427191185216e-08	1.71261284302032e-06	182;652;659;1289;1901;1942;2006;2050;2296;2627;3357;4088;4092;4487;4846;4851;5311;5914;6091;6423;6495;6615;6659;7010;7040;7043;7168;7291;7472;8463;8828;8829;9353;9510;10395;10512;10848;23129;23414;23493;26508;27031;28514;51684;55742;64321;171023	ADAMTS1;ASXL1;BMP4;BMPR2;COL5A1;DLC1;DLL1;EFNA1;ELN;EPHB4;FOXC1;GATA6;HEY2;HEYL;HTR2B;JAG1;MSX1;NOS3;NOTCH1;NPHP3;NRP1;NRP2;PARVA;PKD2;PLXND1;PPP1R13L;RARA;ROBO1;S1PR1;SEMA3C;SFRP2;SIX1;SLIT2;SMAD3;SMAD7;SNAI1;SOX17;SOX4;SUFU;TEAD2;TEK;TGFB1;TGFB3;TPM1;TWIST1;WNT2;ZFPM2	geneontology_Biological_Process
184	GO:0043087	regulation of GTPase activity	http://amigo.geneontology.org/amigo/term/GO:0043087	373	72	37.6492853622474	1.91238689678284	3.5127794228984e-08	2.05008704258019e-06	392;397;604;663;958;1123;1124;1901;1969;2042;2043;2064;2149;2150;2776;3357;3383;3688;4650;4739;4908;5361;5364;5922;5923;5997;6002;6281;7070;7074;8301;8829;8874;9138;9322;9353;9411;9448;9462;9610;9732;10188;10253;10276;10344;10395;10484;23129;23348;23380;23677;26086;50807;54206;55114;55558;55785;56882;57514;57636;64411;79890;81565;84986;85360;91614;116983;153090;201176;253260;259173;375790	ACAP3;AGRN;ALS2CL;ARAP3;ARHGAP1;ARHGAP17;ARHGAP19;ARHGAP23;ARHGAP27;ARHGAP29;ARHGAP31;ARHGDIB;ARHGEF1;ARHGEF7;ASAP1;BCL6;BNIP2;CCL26;CD40;CDC42SE1;CHN1;CHN2;DAB2IP;DEPDC7;DLC1;DOCK4;DOCK9;EPHA2;EPHA3;EPHA4;ERBB2;ERRFI1;F2R;F2RL1;FGD6;GNAQ;GPSM1;HTR2B;ICAM1;ITGB1;MAP4K4;MYO9B;NDEL1;NEDD9;NET1;NRP1;NTF3;PICALM;PLXNA1;PLXNA3;PLXNB1;PLXND1;RASA2;RASAL2;RASGRF1;RGS12;RGS2;RICTOR;RIN1;RIN3;S100A10;S1PR1;SEC23A;SH3BP4;SLIT2;SPRY2;SRGAP2;SYDE1;THY1;TIAM1;TNK2;TRIP10	geneontology_Biological_Process
185	GO:0007517	muscle organ development	http://amigo.geneontology.org/amigo/term/GO:0007517	310	63	31.2902907836373	2.0134041078629	3.59322155363273e-08	2.07563543011376e-06	165;406;467;607;652;688;825;857;905;1106;1281;1293;1489;1634;1655;1756;1839;1901;1906;1948;2115;2275;2296;2353;2627;2735;3679;3720;3911;3976;4088;4092;4223;4487;4638;4851;5997;6443;6495;6497;6840;6876;7026;7040;7168;7291;7472;7832;8837;8910;9242;10521;22801;23414;23493;23764;26471;26508;26548;28514;55692;64321;84159	AEBP1;ARID5B;ARNTL;ATF3;BCL9;BMP4;BTG2;CAPN3;CAV1;CCNT2;CFLAR;CHD2;COL3A1;COL6A3;CTF1;DCN;DDX17;DDX5;DLL1;DMD;EDN1;EFNB2;ETV1;FHL3;FOS;FOXC1;GATA6;GLI1;HBEGF;HEY2;HEYL;ITGA11;ITGA7;ITGB1BP2;JARID2;KLF5;LAMA5;LIF;LUC7L;MAFF;MEOX2;MSC;MSX1;MYLK;NOTCH1;NR2F2;NUPR1;RGS2;S1PR1;SGCB;SGCE;SIX1;SKI;SMAD3;SMAD7;SOX17;SVIL;TAGLN;TGFB1;TPM1;TWIST1;WNT2;ZFPM2	geneontology_Biological_Process
186	GO:0001818	negative regulation of cytokine production	http://amigo.geneontology.org/amigo/term/GO:0001818	210	48	21.1966485953672	2.26450892857143	3.75830981891312e-08	2.14499225799303e-06	113;177;284;301;347;558;602;604;1001;1240;1969;2150;2627;3082;3569;3624;3625;3635;4092;4157;4345;5371;5914;5966;7040;7043;7057;7072;7114;7128;7291;7292;7538;7850;9314;11213;23005;23208;27242;28514;28951;50856;51564;54206;54941;80149;114548;140885	ADCY7;AGER;ANGPT1;ANXA1;APOD;AXL;BCL3;BCL6;CD200;CDH3;CLEC4A;CMKLR1;DLL1;EPHA2;ERRFI1;F2RL1;GATA6;HDAC7;HGF;IL1R2;IL6;INHBA;INHBB;INPP5D;IRAK3;KLF4;MAPKBP1;MC1R;NLRP3;PML;RARA;REL;RNF125;SIRPA;SMAD7;SYT11;TGFB1;TGFB3;THBS1;TIA1;TMSB4X;TNFAIP3;TNFRSF21;TNFSF4;TRIB2;TWIST1;ZC3H12A;ZFP36	geneontology_Biological_Process
187	GO:0010721	negative regulation of cell development	http://amigo.geneontology.org/amigo/term/GO:0010721	256	55	25.8397240019714	2.12850570678711	3.78906952480662e-08	2.14499225799303e-06	81;112;182;348;1281;1400;1745;1809;1903;1942;1948;2043;2192;2200;2309;3199;3569;3949;3956;4035;4038;4851;4854;4882;5376;5764;5793;5997;6405;6497;6695;7025;7040;7070;7431;8482;8829;9037;9181;9353;9448;10509;10512;10769;22891;23380;26052;28514;50807;54413;54910;55558;56963;57715;84376	ACTN4;ADCY6;APOE;ARHGEF2;ASAP1;COL3A1;CRMP1;DLL1;DLX1;DNM3;DPYSL3;EFNA1;EFNB2;EPHA4;FBLN1;FBN1;FOXO3;HOOK3;HOXA2;IL6;JAG1;LDLR;LGALS1;LRP1;LRP4;MAP4K4;NLGN3;NOTCH1;NOTCH3;NPR2;NR2F1;NRP1;PLK2;PLXNA3;PMP22;PTN;PTPRG;RGMA;RGS2;S1PR3;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SKI;SLIT2;SPOCK1;SRGAP2;TGFB1;THY1;VIM;ZNF365	geneontology_Biological_Process
188	GO:0061437	renal system vasculature development	http://amigo.geneontology.org/amigo/term/GO:0061437	23	13	2.32153770330212	5.59973675271739	4.56895967726467e-08	2.51115346922285e-06	59;284;652;4851;4854;5154;5156;5159;5311;7010;8829;8837;130497	ACTA2;ANGPT1;BMP4;CFLAR;NOTCH1;NOTCH3;NRP1;OSR1;PDGFA;PDGFRA;PDGFRB;PKD2;TEK	geneontology_Biological_Process
189	GO:0061440	kidney vasculature development	http://amigo.geneontology.org/amigo/term/GO:0061440	23	13	2.32153770330212	5.59973675271739	4.56895967726467e-08	2.51115346922285e-06	59;284;652;4851;4854;5154;5156;5159;5311;7010;8829;8837;130497	ACTA2;ANGPT1;BMP4;CFLAR;NOTCH1;NOTCH3;NRP1;OSR1;PDGFA;PDGFRA;PDGFRB;PKD2;TEK	geneontology_Biological_Process
190	GO:0003180	aortic valve morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003180	23	13	2.32153770330212	5.59973675271739	4.56895967726467e-08	2.51115346922285e-06	182;652;1942;2006;4846;4851;6091;6615;7040;7291;9353;9475;11117	BMP4;EFNA1;ELN;EMILIN1;JAG1;NOS3;NOTCH1;ROBO1;ROCK2;SLIT2;SNAI1;TGFB1;TWIST1	geneontology_Biological_Process
191	GO:0051962	positive regulation of nervous system development	http://amigo.geneontology.org/amigo/term/GO:0051962	397	75	40.0717594874322	1.87164229770151	4.63745768453094e-08	2.52429307232016e-06	27;177;348;604;627;652;659;1742;1745;1809;2042;2043;2242;2316;2735;2736;3082;3556;3569;3976;3984;4851;5021;5176;5270;5324;5361;5364;5764;5789;5914;5997;6091;6387;6498;6925;6929;6935;7040;7058;7074;7077;7162;8482;8507;8829;8837;9037;9181;9253;9353;9839;10677;22883;22891;23129;23373;23499;23529;23767;26508;27286;51330;54149;54413;55558;57154;57165;57498;57555;63925;81565;85358;153090;375790	ABL2;AGER;AGRN;APOE;ARHGEF2;AVIL;BCL6;BDNF;BMP4;BMPR2;C21orf91;CFLAR;CLCF1;CLSTN1;CRTC1;CXCL12;DAB2IP;DLG4;DLX1;DPYSL3;ENC1;EPHA3;EPHA4;FES;FLNA;FLRT3;GJC2;GLI1;GLI2;HEYL;HGF;IL1RAP;IL6;KIDINS220;LIF;LIMK1;MACF1;NDEL1;NLGN2;NLGN3;NOTCH1;NRP1;NUMBL;OXTR;PLAG1;PLXNA1;PLXNA3;PLXNB1;PLXND1;PTN;PTPRD;RARA;RGS2;ROBO1;SEMA5A;SEMA7A;SERPINE2;SERPINF1;SHANK3;SKIL;SLIT2;SMURF1;SRPX2;TCF3;TCF4;TGFB1;THBS2;TIAM1;TIMP2;TNFRSF12A;TPBG;ZEB1;ZEB2;ZNF335;ZNF365	geneontology_Biological_Process
192	GO:0010977	negative regulation of neuron projection development	http://amigo.geneontology.org/amigo/term/GO:0010977	120	33	12.1123706259241	2.7244873046875	5.23114153105908e-08	2.80786335212968e-06	112;348;1400;1809;1942;1948;2043;3956;4035;4038;5376;5793;6405;6695;7025;7070;7431;8482;8829;9037;9353;9448;10509;10512;10769;22891;26052;50807;54413;54910;55558;56963;57715	ADCY6;APOE;ASAP1;CRMP1;DNM3;DPYSL3;EFNA1;EFNB2;EPHA4;LGALS1;LRP1;LRP4;MAP4K4;NLGN3;NR2F1;NRP1;PLK2;PLXNA3;PMP22;PTPRG;RGMA;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SLIT2;SPOCK1;THY1;VIM;ZNF365	geneontology_Biological_Process
193	GO:0048667	cell morphogenesis involved in neuron differentiation	http://amigo.geneontology.org/amigo/term/GO:0048667	464	84	46.8344997535732	1.79354963631466	5.25761376657385e-08	2.80786335212968e-06	348;627;659;1009;1123;1400;1742;1749;1808;1942;1947;1948;1951;2043;2064;2115;2131;2549;2736;2886;3199;3688;3984;4038;4628;4851;4929;5293;5335;5361;5364;5598;5789;5797;6091;6387;6405;6464;6498;6714;7070;7074;7408;7414;8013;8301;8482;8609;8633;8828;8829;9037;9253;9260;9353;9638;9839;10013;10381;10509;10512;10678;22891;23022;23114;23129;23499;23767;26052;51330;51332;54413;54434;54910;54961;55201;55558;55715;57498;57715;59277;81565;85358;91653	APOE;B3GNT2;BDNF;BMPR2;BOC;CDH11;CELSR3;CHN1;CRMP1;CXCL12;DLG4;DLX5;DNM3;DOK4;DPYSL2;EFNA1;EFNB1;EFNB2;EPHA4;ERBB2;ETV1;EXT1;FEZ1;FLRT3;GAB1;GLI2;GRB7;HDAC6;HOXA2;ITGB1;KIDINS220;KLF7;LIMK1;LRP4;MACF1;MAP1S;MAPK7;MYH10;NDEL1;NFASC;NLGN3;NOTCH1;NR4A2;NR4A3;NRP1;NRP2;NTN4;NUMBL;PALLD;PDLIM7;PICALM;PIK3CD;PLCG1;PLXNA1;PLXNA3;PLXNB1;PLXND1;PTPRD;PTPRM;ROBO1;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SHANK3;SHC1;SKIL;SLIT2;SPTBN5;SRC;SSH1;SSH3;THY1;TIAM1;TNFRSF12A;TUBB3;UNC5C;VASP;VCL;ZEB2;ZNF365	geneontology_Biological_Process
194	GO:0001706	endoderm formation	http://amigo.geneontology.org/amigo/term/GO:0001706	43	18	4.34026614095614	4.14721111918605	5.34757818027032e-08	2.82921869892619e-06	1284;1289;1290;1291;1294;1295;2627;3624;3678;3679;3693;3909;3912;4313;4323;8091;64321;83595	COL4A2;COL5A1;COL5A2;COL6A1;COL7A1;COL8A1;GATA6;HMGA2;INHBA;ITGA5;ITGA7;ITGB5;LAMA3;LAMB1;MMP14;MMP2;SOX17;SOX7	geneontology_Biological_Process
195	GO:0035987	endodermal cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0035987	39	17	3.93652045342533	4.31853465544872	6.09319408262365e-08	3.1938492316419e-06	1284;1289;1290;1291;1294;1295;2627;3624;3678;3679;3693;3909;3912;4313;4323;8091;64321	COL4A2;COL5A1;COL5A2;COL6A1;COL7A1;COL8A1;GATA6;HMGA2;INHBA;ITGA5;ITGA7;ITGB5;LAMA3;LAMB1;MMP14;MMP2;SOX17	geneontology_Biological_Process
196	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0090092	175	42	17.6638738294726	2.377734375	6.25344820370799e-08	3.24777709001752e-06	607;652;659;857;1028;1030;1601;1745;2200;2805;3547;3624;3625;4052;4088;4092;4487;4851;5654;6423;6497;6498;6935;7040;7041;7043;7057;8425;8516;8646;10272;10468;11030;11117;23090;27122;51341;56937;57154;64750;91851;168667	BCL9;BMP4;BMPER;BMPR2;CAV1;CDKN1C;CDKN2B;CHRD;CHRDL1;DAB2;DKK3;DLX1;EMILIN1;FBN1;FST;FSTL3;GOT1;HTRA1;IGSF1;INHBA;INHBB;ITGA8;LTBP1;LTBP4;MSX1;NOTCH1;PMEPA1;RBPMS;SFRP2;SKI;SKIL;SMAD3;SMAD7;SMURF1;SMURF2;TGFB1;TGFB1I1;TGFB3;THBS1;ZBTB7A;ZEB1;ZNF423	geneontology_Biological_Process
197	GO:0034333	adherens junction assembly	http://amigo.geneontology.org/amigo/term/GO:0034333	77	25	7.77210448496797	3.21663200081169	6.35609442856122e-08	3.2710773236441e-06	87;347;2042;3673;3911;4088;4092;4323;5796;6281;6385;6714;7010;7057;7070;7414;8829;8874;9448;9475;9647;10395;10580;23499;90102	ACTN1;APOD;ARHGEF7;DLC1;EPHA3;ITGA2;LAMA5;MACF1;MAP4K4;MMP14;NRP1;PHLDB2;PPM1F;PTPRK;ROCK2;S100A10;SDC4;SMAD3;SMAD7;SORBS1;SRC;TEK;THBS1;THY1;VCL	geneontology_Biological_Process
198	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	http://amigo.geneontology.org/amigo/term/GO:1903844	93	28	9.38708723509118	2.98282090053763	6.54484701989588e-08	3.3378719801469e-06	607;857;1028;1030;1601;1745;2200;2805;4052;4088;4092;5654;6497;6498;6935;7040;7041;7043;7057;8425;8516;8837;11117;27122;51341;56937;57154;64750	BCL9;CAV1;CDKN1C;CDKN2B;CFLAR;DAB2;DKK3;DLX1;EMILIN1;FBN1;GOT1;HTRA1;ITGA8;LTBP1;LTBP4;PMEPA1;SKI;SKIL;SMAD3;SMAD7;SMURF1;SMURF2;TGFB1;TGFB1I1;TGFB3;THBS1;ZBTB7A;ZEB1	geneontology_Biological_Process
199	GO:0030193	regulation of blood coagulation	http://amigo.geneontology.org/amigo/term/GO:0030193	67	23	6.76274026614096	3.40098822294776	6.64976065323231e-08	3.36109777303108e-06	302;348;710;857;1906;2149;2150;2152;2191;4846;5054;5154;5156;5270;5327;5328;5329;6403;7035;7056;7057;10630;114897	ANXA2;APOE;C1QTNF1;CAV1;EDN1;F2R;F2RL1;F3;FAP;NOS3;PDGFA;PDGFRA;PDPN;PLAT;PLAU;PLAUR;SELP;SERPINE1;SERPINE2;SERPING1;TFPI;THBD;THBS1	geneontology_Biological_Process
